airline_stance,airline,text
2,United,"@united been solved
0,United,"@united need to work on your #United #flierfriendly program. At the very least
0,United,'@united space. Doctors'' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united'
0,United,'@united ''s new #flierfriendly is garbage. Just had to cry to get attendant to find a place for my medical supplies with limited overhead'
0,United,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!
1,United,@united at the gate! IAD to RDU
0,United,"@united thanks for the link
1,United,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek
0,United,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
1,United,@united Hi! what is the phone number for reservations in Venezuela? Thanks
1,United,@united can I request a ticket change through twitter ?
0,United,"@united UA1130 Flight was a nightmare!! From poor customer service
1,United,@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek
1,United,@United to start daily #B777-200ER flights from #Newark to #Frankfurt @airport_fra replacing #B767-400ER on 2JUL #avgeek
2,United,@united has the best customer experience via twitter - huge fan!!!
1,United,@united Thank you for your response!
0,United,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.
0,United,"@united Beyond frustrated  Sked change = no seats
0,United,'"@united working with Lisa J at ORD. she''s working hard for us'
2,United,@united love the new 1st class breakfast!
0,United,'@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I''m still irritated w/ united.'
0,United,"@united flight Cancelled Flightled
0,United,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
1,United,@united Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report
0,United,@united at this point I made it home on my own.
1,United,'@united I DM''d child''s birthdate and full name.'
2,United,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!
0,United,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
0,United,"@united you Cancelled Flight my flight. I wait in line to get rebooked
0,United,'@united it wasn''t a comment. It was a question. But thanks for your copy and paste response'
1,United,@united Lisa J is amazing the guy not so much.
0,United,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked
0,United,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR
2,United,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!
1,United,@united two years old.  Birthdate 11/13/2012
0,United,@united how about starting without the robotic response?
1,United,@united I already did.
0,United,'"@united You can''t control turbulence'
0,United,"@united Currently on UA862
0,United,"@united yes
0,United,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice
0,United,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500
1,United,@united what would it cost
0,United,'@united I''m on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService'
2,United,@united Cool. Thank you.
1,United,'@united I''ve got a campus visit in an hour and I''m still wearing the same clothes...'
1,United,@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28.  Need to add child to reservation and get costs.  Help!  Thx
2,United,'@United I''d like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight'
0,United,@united as a freq flyer it makes me sad to see cust needing assistance treated so poorly. #ServiceFail
1,United,"@united good morning
0,United,'@united day 3 of this Saga maybe they''ll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice'
0,United,"@united No
0,United,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?
0,United,'@united I understand ppl make mistakes but don''t code something in a way that we can''t get reimbursed when it''s YOUR fault. Just blatant LIE'
0,United,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.
0,United,'@united jx4s2t if you can out today would be great it''s our honeymoon and this delay you has put a damper on iy'
0,United,'.@united Not what''s been shared by the pilot with passengers!'
0,United,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu
0,United,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
0,United,'"@united they''re not'
0,United,'@united I''m not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!'
0,United,'@united wi-fi on 737-800 (aircraft 3511) didn''t work entire ORD-DCA flight this morning'
0,United,"@united Cancelled Flightled my direct flight Newark-Brussels last night
0,United,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time."
0,United,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
1,United,@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks
0,United,
1,United,@united please help http://t.co/t5mRj5Yw6I
0,United,'@united Making sure your flights aren''t delayed due to poor maintenance would be a start.'
0,United,@united hilarious
0,United,@united hahahahaha ya tried that already
1,United,@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?
0,United,"@United ""Your bag may or may not be at the airport. Unfortunately
0,United,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool
0,United,"@united nope not here. You need a little red stamp from the counter. Check yourself
0,United,'"@united wasn''t trying to Cancelled Flight'
0,United,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere
0,United,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.
0,United,'"@united you''ve been officially displaced by @DeltaAssist for better flight experience'
1,United,@united sitting in the middle for the first time .. Hope it works out well
0,United,@united you need a bag bouncer. Get it together
1,United,@united and learn how to book flights. http://t.co/MHHS9RUpLv
0,United,'@united @ShowExpert what is going on with United''s Mileage Program? You pay $500 for a ticket and get a fraction of that as PQD credit?'
0,United,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is
0,United,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.
0,United,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
2,United,@united Was able to send the DM. All good now.
0,United,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...
0,United,'@united and after being on hold for an hour the day before to sort it out and being told it''s fine it should be fine when you arrive to fly'
0,United,'@united - it''s been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?'
1,United,@united Thanks. Got it straightend out last night.
0,United,@united well for a start it would be nice if your ticket was actually in the system when you change a flight
1,United,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother
0,United,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
0,United,@united no they did not want to deliver at my house. Had to go to sombrons else house
2,United,@united have Michelle at T1 ORD train your other staff on how to treat customers. A refreshing pleasure to deal with.
0,United,'"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won''t send."'
